uid,name,url,rating,rank,description,thumbnail
1095,Agra,https://boardgamegeek.com/boardgame/230085/agra,6.5068,1096,"Agra, India: The year is 1572; this year marks the 30th birthday of Abu'l-Fath Jalal-ud-din Muhammad, popularly known as Akbar the Great. Akbar is the third ruler of India's Mughal dynasty, having succeeded his father, Humayun. With the guidance of his regent, Bairam Khan, Akbar has expanded and consolidated India's Mughal domains. Using his strong personality and skill as a general, Akbar has enlarged his Empire to include nearly all of the Indian subcontinent north of the Godavari River; his presence is felt across the entire country due to the Mughals' military, political, cultural, and economic dominance.
To unify the vast Mughal state, Akbar has established a centralized system of administration; conquered rulers are conciliated through marriage and diplomacy. Akbar has preserved peace and Order throughout his empire by passing laws that have won him the support of his non-Muslim subjects. Eschewing tribal bonds and Islamic state-identity, Akbar has striven to unite his lands. The Mughals' Persian-ized culture has afforded Akbar near-divine status.
Notables and emissaries from all over the country are on their way for Akbar's birthday celebration. As an ambitious landowner, you cannot let this pass; the festivities are a golden opportunity for you to rise in stature and wealth.
On your land in Agra, you cultivate and harvest cotton and turmeric. You possess a forest from which you produce wood, as well as a small, but very profitable sandstone quarry. By trading and processing your wares, you can obtain more luxurious goods, which you will then use to woo notables as they make their way into the capital. Of course, your rivals have the same plan; you must use your wits to outsmart them as Akbar's birthday draws near...
(Description from the publisher)
",https://cf.geekdo-images.com/cb8ydtRuQ-SADwD35oHX9w__previewthumb/img/OYuW71-qxg_vWp6sft7U8ViqN9E=/fit-in/300x320/filters:strip_icc()/pic3621105.jpg
1096,The Castles of Tuscany,https://boardgamegeek.com/boardgame/300327/castles-tuscany,6.50676,1097,"The beautiful Tuscany region, in the 15th century, is the home of the Italian Renaissance. As influential princes, the players make creative decisions to build their region into a flourishing domain.
By supporting towns, villages, and monasteries, or by extracting marble and delivering goods, players see their lands grow, earning them victory points. Each round, players use cards to place useful tiles to expand their regions and gain new opportunities.
The winner is the person who has the most victory points after three rounds of play.
NOTE: The English edition of the rules for the Castles of Tuscany have some translation and design issues, making it slightly harder than typical to learn how to play this introductory Feld game. Some smaller issues have been observed in other languages complicating a simple resolution of questions. A community FAQ is available here to provide some clarity and is highly recommended for first time players.
",https://cf.geekdo-images.com/_MfRr0gL7MZkqhea1qIyeA__previewthumb/img/VmYTS-XSwm6EAPkfgAXX9oV_94U=/fit-in/300x320/filters:strip_icc()/pic5657331.jpg
1097,Regicide,https://boardgamegeek.com/boardgame/307002/regicide,6.50638,1098,"Regicide is a cooperative, fantasy card game for 1 to 4 players, played using a standard deck of cards.
Players work together to defeat 12 powerful enemies. On their turn a player plays a card to the table to attack the enemy and once enough damage is dealt, the enemy is defeated. The players win when the last King is defeated. But beware! Each turn the enemy strikes back. Players will discard cards to satisfy the damage and if they can't discard enough, everyone loses.
Rich with tactical decisions and a deep heuristic tree, Regicide is a huge challenge for anyone who is brave enough to take it on.
—description from the designer
For a different take on the same theme, with players cooperating to take on one enemy at a time in increasing difficulty but using dice instead of cards, also see  Regidice, from the same designers.
",https://cf.geekdo-images.com/C9U2E51tkzLljewFEGQ74g__previewthumb/img/8i_uoLMiI8jaNS4om5ggdoINJ04=/fit-in/300x320/filters:strip_icc()/pic5837347.jpg
1098,Unsettled,https://boardgamegeek.com/boardgame/290484/unsettled,6.50602,1099,"Lost amidst the surreal and bizarre unknowns of the far reaches of the cosmos, your crew of explorers must pull together to discover the resources necessary to survive the long journey home.
Unsettled is a 2-4 player cooperative survival adventure set in the wondrous and unnerving fringes of uncharted space. There are no enemies and no combat, only an environment where every step, every breath, every particle around you could mean immediate, terrifying, death. Enemies are the least of your concerns.
In these incredible conditions you must complete a series of tasks necessary to your continued survival. Perhaps the water reclamation system on the ship needs repair, or (as usual) food supplies are running low. Before you lies a strange alien landscape - it’s up to you to complete these tasks using…whatever you find out there.
Each time you play you will have a different combination of survival tasks to complete and the things you discover (and their weird properties) will be different as well. So while you always start out knowing what problems you need to solve you have no idea how you’re going to use the world before you to do so (or what the world is going to do to you while you try).
As you explore the environment, encountering wild & unique opportunities along the way, you will work closely with the rest of your crew to achieve your goal of continued existence. The only thing you can be sure of is each other; lose that trust and you’ll lose all hope of survival.
—description from the designer
This core set comes with 2 planets, Planet 001-Wenora and Planet 002-Grakkis, which are not available individually.
Embrace your fungal hosts and discover mind-bending abilities beyond your imagination or be absorbed forever. Unsettled: Wenora is the 1st planet box for ""Unsettled"".
Wenora is a bizarre and wondrous fungal jungle teeming with alien vegetation and gargantuan spore-based lifeforms.
Growth in this place is of a scale beyond any we've encountered. Life drips and pulsates disturbingly, mysterious pastes and powders covering most of the planet's crawling surfaces. Simply traversing the land is deeply unnerving, yet awe inspiring all the same. Tentacles, toxic spores and an alarming array of suction cups abound.

Things you may find here:

 Electromagnetic Polypores
 Incandescent Slime
 Floating Tentacle Knots
 Screaming Glow Frogs
 Telekinetic Microbe Clouds

Discover pathways to the skies to escape violent storms and enormous creatures that haunt the surface. Unsettled: Grakkis is the 2nd planet box for ""Unsettled"".
Grakkis is a sand-swept desert ruins. What was once a massive planet-wide forest of unfathomably large trees is now that forest's graveyard - all the trees having long since petrified to a stone-like state. Some have crumbled into interesting formations. Some had rotted before petrifying, creating strange caves and crevices, many of them thousands of feet above ground. Colossal alien lifeforms, disturbing in their appearance, wander the wasteland. They tower horrifyingly in the distance like gods in some waking existential nightmare.

Things you may find here:

 Musical Stonewood Formation
 Falling Stone-Fruit Bombs
 Bioluminescent Paste
 Blooming Geodes
 Gaseous Sand Storms

",https://cf.geekdo-images.com/ldAjb0-puj6iiMZO0xuJtw__previewthumb/img/A9pP4Jlnu3oZAdU1ILlLiqDJouU=/fit-in/300x320/filters:strip_icc()/pic5106065.jpg
1099,Crisis,https://boardgamegeek.com/boardgame/128721/crisis,6.50486,1100,"Axia — a land with a glorious past, a most uncertain present, and an even more unpredictable future. Populated by what has been described as a fervent and warm-blooded people, Axia is in crisis – economic, social, and political: the longest-running recession in its modern history, the highest inequality in years, and a political system teetering on the brink of collapse.
In more ways than one, Axia is fighting against itself. Old divisions of the past have given way to new ones, and this generation – along with the next ones – has the most to lose.
Will you, along with your fellow industrialists, do your part to help Axia? Will you sacrifice short-term gain in the present for a brighter future? Can you do that, and survive? Perhaps you can, and perhaps you can even thrive – and you will, if you see opportunity where others only see crisis!
CRISIS is a turn-based game for 1-5 players who assume the role of business leaders, trying to rebuild their businesses and create value at a particularly challenging time. By skillfully placing their managers in a position to invest in companies, trade resources, and navigate the local bureaucracy and regulations, they can thrive and prosper in a time when others might struggle and decline.
",https://cf.geekdo-images.com/P2fFDm07xA2GAW34tOUm7g__previewthumb/img/Yiy_KUgY7d3Ol56KhF1XGPTPP5k=/fit-in/300x320/filters:strip_icc()/pic2994857.jpg
1100,Kraftwagen,https://boardgamegeek.com/boardgame/171879/kraftwagen,6.50464,1101,"In Germany in 1888, Bertha Benz, wife of auto pioneer Carl Benz, undertook the first cross-country drive in an automobile. While making the trek from Mannheim to Pforzheim, her car ran out of fuel in Wiesloch. Mrs. Benz stopped into the city drugstore to obtain the appropriate chemicals to make more fuel, effectively creating the world´s first gas station.
By the year 1928, Germany possessed a dense road network where combustion engines had triumphed over electric and steam engines and where cars were produced via assembly lines. Manufacturers began producing more affordable vehicles for the broader population.
In Kraftwagen, players advance the state of automobile development and production by playing as start-up companies. They must research new technologies and build improved chassis and engines. Early Grand Prix races provide the young companies with prestige and money, but the players must maintain a key balance of fulfilling the demand preferences of buyers at the lowest possible price.
Kraftwagen: V6 Edition includes a new set of tiles, featuring the next technology available at the time, the V6 Engine.
",https://cf.geekdo-images.com/kd_ysabx0f3Uk4wN0-NP7g__previewthumb/img/LRgBLBED841Q3B9jFUuTdgbBDYI=/fit-in/300x320/filters:strip_icc()/pic3009417.jpg
1101,Sushi Roll,https://boardgamegeek.com/boardgame/271869/sushi-roll,6.50463,1102,"Rice and dice! Roll with your favorite Sushi Go! characters in Sushi Roll, a dice-based version of the best-selling card game!
Load up the conveyor belts with savory sushi dice —­­­­ then pick one and pass the rest! Earn points for winning combos like two tempura or a set of sashimi. Grab a menu to re-roll your dice or use chopsticks to swap with an opponent. And be sure to save room for pudding at the end!
—description from the publisher
",https://cf.geekdo-images.com/fPyRT9GarW397PFE9Wz7GA__previewthumb/img/PIEape1D0-udY5F5bBtMDJzk0gE=/fit-in/300x320/filters:strip_icc()/pic4574571.jpg
1102,Witchstone,https://boardgamegeek.com/boardgame/318560/witchstone,6.50365,1103,"As established representatives of your guild, you gather around an ancient sacred stone, the significance and magical powers of which are known to adepts only. Each player occupies one of the four towers around the Witchstone and starts from there. Create your magic spells with the help of your cauldron, and put a network of magic energy around the stone. Send out your witches, scoop the magic crystals out of the cauldron, make use of the pentagram and the magic wand, and keep an eye on the prophecy scrolls in order to ensure victory.
Not all options are always available to you. Only if you cleverly make the most of your opportunities will you have the chance of accumulating the most victory points over the eleven rounds and thereby win Witchstone.
Each player in the game has a personal cauldron that bears seven crystals and six pre-printed magic icons, and they share a larger game board that features a crystal ball that shows the entire landscape. Each player has a set of fifteen domino tiles, with each half of the domino being a hexagon; each domino depicts two different magic icons from the six used in the game.
On a turn, you place one of the five face-up dominos in your reserve onto your cauldron, then you take the action associated with each icon depicted on that domino; if the icon is adjacent to other dominos showing the same icon (or the matching pre-printed icon), then you can take that action as many times as the number of icons in that cluster. You must complete the first type of action completely before taking the second action. With these actions, you can:

Use energy to connect your starting tower to other locations on the game board, scoring 1, 3 or 6 points depending on the length of the connection.
Place witches next to your starting tower on the game board or move them across your energy network to other locations. As you do this, you gain points and possibly additional actions to use the same turn.
Move your token around a pentagram to collect points and to acquire bonus hex tiles; you can use these tiles immediately for actions or place them in your cauldron to make future tile placement more valuable.
Move the crystals in your cauldron, whether to make room for future tile placement or to gain bonus actions by ejecting the crystal completely.
Advance on a magic wand to gain points and take additional actions, with the actions being doubled should you currently be the most advanced player on the wand.
Claim scroll cards that boost future actions or earn you bonus points at game's end depending on how well you've completed the prophecy depicted.

After each player has completed eleven turns — which could equal 40-60 actions depending on how well you've used your cauldron — the game ends and players tally their points from prophecies and other collected scoring markers to see who has the highest score.
",https://cf.geekdo-images.com/zi0KYvDC394VpxF3b5bpzA__previewthumb/img/EftUxnjZjGB0ApVPiFJz2c0az_k=/fit-in/300x320/filters:strip_icc()/pic6034602.jpg
1103,Libertalia: Winds of Galecrest,https://boardgamegeek.com/boardgame/356033/libertalia-winds-galecrest,6.50363,1104,"In the world of Galecrest, sky pirates set sail on the winds in search of adventure, treasure, and glory. As an admiral, you command a vast and varied crew...but so do your rivals sailing other ships in the pirate fleet. Each day the fleet lands on a different island where you'll send a crew member to collect your share of the loot, hoping they'll return to boost your growing group of characters.
Libertalia was originally released in 2012. Ten years later, Libertalia: Winds of Galecrest celebrates the foundations of the original design with a revised and expanded edition that includes all-new art, 40 characters per player, a reputation system to resolve tiebreakers, deluxe loot tokens, a robust solo mode, and much more.
—description from the publisher
",https://cf.geekdo-images.com/6e-V_Xb2IsAsMNXU18Fi6A__previewthumb/img/TUH6aKbhTglug7bvlDZRAAN6x44=/fit-in/300x320/filters:strip_icc()/pic6669033.jpg
1104,Fairy Tale,https://boardgamegeek.com/boardgame/13823/fairy-tale,6.50354,1105,"Players use card drafting and simultaneous action selection to score points while interfering with other players' ability to do so.  The game consists of four rounds.  In each of them, players are dealt five cards.  They simultaneously select one each and pass the remainder, repeating until done.  Then, they start playing cards simultaneously, playing three and discarding two.  When the cards are revealed after each selection, card abilities turn other cards face-up or face-down.  At the end of the four rounds there are 12 cards in front of each player. The players each score based on their face-up cards.
",https://cf.geekdo-images.com/J86NZuK4hEnKWST-fH7LcA__previewthumb/img/yF-R8dLeZiNI_V5AD0WgSKMQD6A=/fit-in/300x320/filters:strip_icc()/pic2024738.jpg
1105,Fleet,https://boardgamegeek.com/boardgame/121297/fleet,6.50304,1106,"In the northwest corner of Nunavut, Canada, a formerly inaccessible bay off of the Arctic Ocean has become reachable through a secret inlet. Untouched by the hands of time and fed by both the ocean and warm fresh water springs, Ridback Bay is teeming with sea life. A remote, timeless bayside village is now being inundated by entrepreneurs awaiting the influx of the world's greatest fisherman to harvest this plentiful bounty. The docks and warehouses are being revitalized, and now it is time to begin the real adventure. Go build your Fleet and become master of the high seas!
Fleet is an exciting, strategic card game with in-depth decisions and thrilling game play that new and experienced gamers can enjoy! In Fleet, you'll acquire licenses, launch boats, and fish the great briny blue. The player who best manages his resources and acquires the most VP via fish, licenses, and boats will build the strongest fleet and lead his crew to victory!
",https://cf.geekdo-images.com/BgINAtHKjkjNHd5rIGfVTg__previewthumb/img/K_5vtZ9ggqQRgi-YnLyTHnSx0Tg=/fit-in/300x320/filters:strip_icc()/pic1247682.jpg
1106,Escape Room: The Game,https://boardgamegeek.com/boardgame/204836/escape-room-game,6.50188,1107,"Description from the publisher:
Take the viral social experience of Escape Rooms to the comfort of your own home and for a fraction of the cost that you would pay! Included in this game are 4 unique 60 minute escape room puzzles that will test your cranial skills. Use images, gears, words, keys, shapes, maps and more to solve the three stages within each escape room. An analog timer on the Chrono Decoder centerpiece incessantly counts down, emitting ominous noises to create an environment shut out from the outside world. If the puzzles stump you for too long, slide a hint card into the Hint Decoder to keep your team moving. Slide 4 keys into the Chrono Decoder when you think you have the answer... but beware, if you're wrong, a precious minute will be taken from you.
The 4 escape rooms vary in difficulty, designed to give any group the experience they expect and deserve. If you're craving more puzzles, Escape Room expansions will be available, but you'll need the base game first as the Chrono Decoder is essential to the experience. Included in the base game in order of difficulty is: Prison Break, Virus, Nuclear Countdown, and Temple of the Aztec
Prison Break: Ten years in prison for a crime you didn't commit. Ten years of your life wasted for being in the wrong place at the wrong time, it hardly seemed fair. You know the guards will reach your cell during the rounds in an hour. Every bone in your body tells you this is the opportunity of a lifetime; you're 60 minutes away from freedom!
Virus: What a time to faint! You swear you could kill your lab partner, but you know that won't be necessary. The liquid that's oozing out of the broken bottle will kill everybody in the room soon enough...
Nuclear Countdown: The table is filled with all kinds of materials that send shivers down your spine. At that moment your phone rings and your worst nightmare becomes reality, the bomb threat is real!
Temple of the Aztec: The stories told about the temple were numerous. Anybody that had entered the temple was never seen again, supposedly killed by vipers. But stories also spoke of the Eye of Aztec, the largest diamond that ever existed
",https://cf.geekdo-images.com/1CIfreuv-gqcaUndxUAExw__previewthumb/img/gFrWcAsQNlfFwUmDYhJ3XkeUqn8=/fit-in/300x320/filters:strip_icc()/pic3117400.png
1107,Colossal Arena,https://boardgamegeek.com/boardgame/105/colossal-arena,6.50109,1108,"Colossal Arena/Titan:The Arena is a strategic card game for 2 to 5 players: you play, not as combatants, but as spectators, cheering and betting on the melee ongoing in a fantasy arena/colosseum in which fantasy creatures are pitted against each other in battle!
Each round one of the creatures will die. To decide which unlucky soul will be the victim, players put numbered power cards in front of the creatures, with the lowest one going to the graveyard.  The jockeying for position and strategic diplomacy in playing the numbered power cards can be intense - but what makes this game even more interesting is that the players' place bets throughout the game which will sometimes allow them to use a creature's special power in battle!
The winner at the end of the game is the bettor who's raked in the most winnings - just another day in the life of a fantasy monster gambler.
Titan: The Arena is actually a reworking of a Reiner Knizia game called Grand National Derby, but The Avalon Hill Game Co's remake was quite significant from a gameplay standpoint.
The Titan: The Arena printing is often confused with its namesake, Titan.  But other than the fact that they both use fantasy creatures as a general theme, there is very little that is similar between the two.
Reimplemented by: Galaxy: The Dark Ages
",https://cf.geekdo-images.com/SsmaQGmmqdcBmyJDd041YQ__previewthumb/img/_g_imQBxntAeWSesdofTZMZLkSc=/fit-in/300x320/filters:strip_icc()/pic1680709.jpg
1108,Rise of Augustus,https://boardgamegeek.com/boardgame/137297/rise-augustus,6.50045,1109,"In Augustus, you vie with your fellow players to complete ""objective"" cards for special powers and ultimately for victory points. Each card has 2-6 symbols which you must populate with legionnaire meeples in order to complete the card. These symbols are drawn one at a time from a bag, with all players gaining the benefit equally, but interestingly, the bag contains more of some symbols than others.
So the pivotal skill you'll deploy is in making your choice of which three objectives you'll start the game with (you're dealt six) — balancing potential difficulty of completion against value of the reward — and then which of five available objectives you'll add to your plate each time you complete one of your three. The game ends when someone completes seven objectives.
",https://cf.geekdo-images.com/DjlNoENOK3z7DO8rpNsofQ__previewthumb/img/-4FM5ZrYlB_Sw2WikWhr_pmCrtE=/fit-in/300x320/filters:strip_icc()/pic3532649.jpg
1109,Exit: The Game – The Sinister Mansion,https://boardgamegeek.com/boardgame/226520/exit-game-sinister-mansion,6.50028,1110,"Exit: The Game – The Sinister Mansion is a puzzle game modeled after escape rooms.
Starting with season 3, the Exit series is divided into difficulty levels. The Sinister Mansion is categorized at intermediate level.
",https://cf.geekdo-images.com/VngJ1B6if4rE9X9OS1N8CQ__previewthumb/img/gYS7A6767LG16PtE8o7RiZ1Kr6A=/fit-in/300x320/filters:strip_icc()/pic3958803.jpg
1110,Street Masters,https://boardgamegeek.com/boardgame/218421/street-masters,6.50007,1111,"THE GAMEPLAY
Street Masters is a 1-4 player cooperative miniatures board game inspired by classic fighting video games. Featuring over 65 highly detailed miniatures, unique decks for fighters & enemies, custom dice, and lightning-fast gameplay, Street Masters lets players match up powerful fighters against villainous organizations in a wide array of exciting scenarios. Designed by Adam Sadler and Brady Sadler, the game offers modular and elegant gameplay set in a unique and exciting world of brutal combat.
THE STORY
Warriors from around the world, known for their legendary fighting abilities and skills, receive mysterious invitations to participate in a martial arts tournament. During the tournament, the organization surrounding it reveals their true identity — The Kingdom — and their purpose to recruit fighters to join their militia or enslave those against them. While several of these warriors made it out in time, many were never heard from again.
Five years later, a government project called ""Street Masters"" initiates in order to counter-act the war against The Kingdom, now having divided and seized control over the world by several of its factions. Those who join the Street Masters project must work together to take down each faction, crippling parts of The Kingdom before they're able to launch their end game.
",https://cf.geekdo-images.com/ieUOjJ9WKW7G0-XUtrBBBA__previewthumb/img/fzbWw5VzSAvyCOvg7JhCCyc_0kI=/fit-in/300x320/filters:strip_icc()/pic4194059.jpg
1111,Fallout,https://boardgamegeek.com/boardgame/232918/fallout,6.50003,1112,"Fallout is a post-nuclear adventure board game for one to four players. Based on the hit video game series by Bethesda Softworks, each Fallout scenario is inspired by a familiar story from the franchise. Survivors begin the game on the edge of an unexplored landscape, uncertain of what awaits them in this unfamiliar world. With just one objective to guide them from the very beginning, each player must explore the hidden map, fight ferocious enemies, and build the skills of their survivor as they attempt to complete challenging quests and balance feuding factions within the game.
As they advance their survivors' stories, players come across new quests and individual targets, leading them to gain influence. Who comes out ahead depends on how keenly and aggressively each player ventures through the game; however, if a single faction is pushed to power too quickly, the wasteland will be taken for their own, and the survivors conquered along with it.
—description from the publisher
",https://cf.geekdo-images.com/9gjrMWDqLCBb-G0AYbKuSQ__previewthumb/img/KJuuvNUL0O1ei7xHGOkdMqRFkVc=/fit-in/300x320/filters:strip_icc()/pic3728149.jpg
1112,Ninjato,https://boardgamegeek.com/boardgame/50768/ninjato,6.49867,1113,"In 12th century Japan, the Minamoto and Taira clans vie for power while retired Emperor Go-Shirakawa plays his rivals against one another. One of the three factions will triumph to impose the coming social order. In the shadow of these elite powers, a few ninja scheme to exploit the chaos. Daring raids, skill mastery, and subtle intrigue are essential to establishing one’s honor.  When the new era dawns, one ninja will flourish as the Ninjato, the Invisible Sword of the ruling family.
",https://cf.geekdo-images.com/dJ7R-nA2hbn5r9ymVL5bkQ__previewthumb/img/t6xj1lSvcSCs_yaPyf-pwGH1pyc=/fit-in/300x320/filters:strip_icc()/pic967931.jpg
1113,The Game,https://boardgamegeek.com/boardgame/173090/game,6.4976,1114,"Players in The Game try to discard all 98 cards in the deck onto four discard piles in order to win, but they need to do so in the right ways.
Each player starts with 6-8 cards in their hand depending on the number of players, and four discard pile prompt cards are on the table: two showing ""1"" and an up arrow and two showing ""100"" and a down arrow. On a turn, a player must discard at least two cards from their hand onto one or more discard piles, with cards on the 1 piles being placed in ascending order and cards on the 100 piles being placed in descending order. One tricky aspect of the game is that you can play a card exactly 10 higher/lower than the top card of a discard pile even when you would normally have to play in a descending/ascending order, e.g., if a 100 discard pile is topped with an 87, you can play any card lower than 87 or you can play the 97.
After a player finishes their turn, they refill their hand from the deck. During play, players cannot reveal exact numbers in their hands, but they can warn others not to play on certain discard piles or otherwise make play suggestions.
Once the deck is emptied, players are required only to play at least one card on a turn. If you play all 98 cards, you win! If you get good, the rules suggest that you play at least three cards a turn to increase the challenge.
",https://cf.geekdo-images.com/g4pn1ieUKfIhERl5Ym6joQ__previewthumb/img/irbqOWe1NLUP4nlUyNjyQV0ca6I=/fit-in/300x320/filters:strip_icc()/pic4203279.png
1114,Council of 4,https://boardgamegeek.com/boardgame/173101/council-4,6.49759,1115,"The Empire, formed by three Kingdoms, lives in an era of wealth and prosperity. Each Kingdom is governed by a council of four nobles. The members of six influential families sit around in the councils and lead the Kingdoms.
The players hold the roles of rich merchants who seek to obtain permits to build their own Emporium inside the cities of the three Kingdoms. Whoever takes more permits, while also opening their Emporium in the best place, will be the most famous merchant and will win the game. But pay attention to the Emperor! He can be your ally and allow you to build without permits!
On a turn, a player can perform different actions:
- The main action is to corrupt a council, which is represented by a slide with four pawns representing four nobles. By corrupting the three councilors of the three Kingdoms, the player gets permit cards that give various instant and endgame benefits, and the possibility to build an Emporium in a specific city.
- Another action is to play a permission card to build an Emporium. Each Emporium earns the player the special benefits of the space where it's built, but also activates all connected emporiums in a chain effect.
- Corrupt the Emperor’s council to allow a player to build Emporiums without permission cards.
- Players can change the composition of a council.
There are many different ways to earn points:
- Build a connected Emporium in the cities that award points.
- Build your emporium in all the cities of an area of the board: the faster you complete the area, the more points you earn.
- Move up on the nobility’s track.
Obtain permits that give points.
Moreover, the board is modular and has eight possible combinations.
",https://cf.geekdo-images.com/1PVwotn_MXzaG8aRWJBwLw__previewthumb/img/ZIa3BrTqZ6V5ShwkUF9_fMshSnw=/fit-in/300x320/filters:strip_icc()/pic3252438.png
1115,Cleopatra and the Society of Architects,https://boardgamegeek.com/boardgame/22141/cleopatra-and-society-architects,6.4974,1116,"Designed by Bruno Cathala and Ludovic Maublanc, Cleopatra and the Society of Architects is a fun and engaging family game that includes a true, three-dimensional palace that players compete to build. Players strive to become the wealthiest of Cleopatra’s architects by constructing the most magnificent and valuable parts of her palace.
Players, however, will be tempted to deal with shady characters and trade in materials of dubious origins in order to help them build faster. While these corrupt practices might allow an architect to stay a step ahead of the rest, they come with a high price – cursed Corruption Amulets honoring Sobek, the Crocodile-god. When Cleopatra finally strolls into her new palace, at the end of the game, the most corrupt architect (the one with the most amulets) will be seized and offered as a sacrifice to her sacred crocodile! Only then will the wealthiest architect, from among those still alive, be selected and declared the winner of the game.
“The component design in Cleopatra is the most innovative we’ve undertaken to date,” said Days of Wonder CEO, Eric Hautemont. “While it’s still a board game, the dozens of 3D pieces – Column walls, Doorframes, Obelisks, Sphinxes, and Palace Throne – all create the sense that you’re constructing a royal palace.”
“The game play really forces players into continually weighing the risks and rewards between taking enough corruption to enhance your position in the game, but not so much that you are forced out of the game at the end,” said the game’s co-designer, Bruno Cathala. “It’s a classic ‘push your luck’ dilemma that continually raises the tension level higher and higher until the game reaches its climax.”
Description from the publisher.
",https://cf.geekdo-images.com/7cNh9n1YX-TjuWPTjYXSiw__previewthumb/img/Ui3H7nV9gvVD-zSVH8NidOZVHgs=/fit-in/300x320/filters:strip_icc()/pic1904123.jpg
1116,Tiny Epic Zombies,https://boardgamegeek.com/boardgame/244536/tiny-epic-zombies,6.49668,1117,"GENERAL INFO: 1-5 players, 30 minutes, 5 play modes including competitive and cooperative play.

 Cooperative team-play with game controlled Zombies.
 Cooperative team-play with Zombies controlled by a non-team player.
 Competitive free-for-all with game controlled Zombies.
 Competitive free-for-all with Zombies controlled by a player.
 Solo.

THEME: Modern day Zombie outbreak at the Echo Ridge Mall.
HOOK: Fast paced, portable, and tons of replayability. Play as the survivors or the Zombies. Plus ITEMeeples!
WIN: Survivors must complete 3 objectives - Zombies must kill all the Survivors or gain control of the Mall's Courtyard.
OVERVIEW: In Tiny Epic Zombies, survivors are always on the run, collecting weapons, killing Zombies and working toward completing objectives. Completing 3 objectives can win you the game but if you're too focused on the objectives, the Zombies will overrun the mall and that will be the end of you.
Based on the mode of play, you will either play as one of the Survivors or as the Zombies.
As a Survivor, your turn will consist of moving 3 times. Then based on where you move, you'll be able to do additional things. For instance, if you move into a room with a Zombie, you'll have to fight it by rolling the Zombie die. Or if you move into a room adjacent to a Zombie, you can spend ammo to shoot it. Killing a Zombie is actually pretty easy... but they just keep coming. Keeping them from overrunning the entire mall, while trying to accomplish your objectives, that is hard!
After you've taken your 3 moves, you'll search the room. This is done by revealing the Search Card you are holding. Most of the time, you find something useful, like awesome items you can later pickup and equip to your ITEMeeples. Sometimes though, you may find a Zombie lurking in the corner. So be prepared.
After you search the room, more Zombies flood into the Mall. Then it's the next player's turn. Simple as that.
Note: If your ammo and wound tokens ever meet, you're dead meat! So, keep your wounds low and your ammo high.
If you die, that character will turn into a Zombie and you'll have to draw a new character to play. If that happens too many times, you lose the game.
As a Zombie player, not only will you control unique Zombies with special abilities, you will control ALL the Zombies! With your help, the Zombies will have a brain in addition to eating brains. Your game will be to overwhelm the players with clever placement and movement of the Zombies. Smother them with your Zombie horde and prevent them from completing their objectives. If you kill enough players or overrun the mall courtyard, you win.
",https://cf.geekdo-images.com/J0oQSd9GYQuhUfR6xaxC9Q__previewthumb/img/1pnwxoUqJDQpdz2lM8qsVUWxrL8=/fit-in/300x320/filters:strip_icc()/pic3937056.jpg
1117,GIPF,https://boardgamegeek.com/boardgame/527/gipf,6.49663,1118,"GIPF is a strategic game for two players based on a classic concept: In turns, players introduce one piece into play until achieving four-in a-row. Players then remove their row and capture any of their opponent's pieces which extend that row. This principle of capturing pieces creates each time again completely changed situations on the board. The purpose is to form successive rows of at least four pieces, until the opponent has no piece left to bring into play.
GIPF is not only the name of a game, but of a project as well. This project concerns a group of games and extra pieces that will follow step by step. Each game of the project will be playable either separately, or, by means of extra pieces, in combination with GIPF. It concerns a system that makes winning or losing GIPF-related games a strategic factor of the game GIPF itself.
This game is part of project GIPF.
",https://cf.geekdo-images.com/ZqhrkY3lhZ1ecQqaUovLHw__previewthumb/img/q6hoZP3mBlTQYycLuCzLUCTHsSc=/fit-in/300x320/filters:strip_icc()/pic2844819.png
1118,Escape from the Aliens in Outer Space,https://boardgamegeek.com/boardgame/82168/escape-aliens-outer-space,6.49585,1119,"Escape from the Aliens in Outer Space is a card game of strategy and bluff set on a badly damaged deep space research ship. On-board systems have failed, plunging the ship into darkness. But even worse: A mysterious alien plague has crept aboard and is transforming the human crew into horrendous monsters! The remaining crewmen desperately try to save their lives by escaping from the derelict spaceship, but in the darkness the aliens are lurking...hungry for human flesh.
The game is played on a hexagon-based map that represents the spaceship. Each player is given a map sheet and a pencil. Map sheets must be of the same zone, and every zone has its specific name. Starting from the first player and continuing clockwise, every turn, each player must make a movement. To do so, the player must write on their map sheet the coordinates of the sector to which they are moving. Every time the players move to the gray (dangerous) sectors they have to draw a card; these cards make the players tell the others their position or lie about it, depending on the card. Every card is kept secret from other players.
The humans' objective is to save themselves using the escape hatches, while the aliens' objective is to hunt down the humans. Each player's identity and position is kept secret; you will need to interpret the movements and behaviors of the other players to learn who and where they really are.
",https://cf.geekdo-images.com/RMpQKySngukhwS8Vd0Z5DA__previewthumb/img/aJaEh1Zuwyx068FkbKIykx100J4=/fit-in/300x320/filters:strip_icc()/pic2792336.png
