uid,sentence
583,"Next, the player will place one or more wooden buildings; huts, temples or towers."
583,"Settlements must always start at the lowest level, by placing a single hut."
583,"From there on, existing settlements may expand by placing huts on all hexes of a single type of terrain around the settlement, with temples once the settlement takes up at least three hexes, or with towers, placed at level three or above."
583,The game ends when all tiles have been placed.
583,"At that point, the player who's placed most temples wins."
583,"Ties are broken by towers, then huts."
583,Ultimate victory - and an immediate end to the game - waits for the player who manages to place all their buildings of two types.
583,"Immediate defeat is also possible, when no buildings can legally be played during a player's turn."
583,A lot of strategy results from the various placement rules.
583,"Volcanoes may never fully destroy a settlement, so single huts can block volcano placement, protecting other settlements."
583,"Alternatively, a well placed volcano can split a large settlement in two, creating the opportunity for both to expand more rapidly than a new settlement would."
583,Limiting your opponent's growth potential is at least as important as preparing the terrain for you to expand upon...
584,"Another Reiner Knizia standby, this game plays very well with varying numbers of people."
584,"The object is to accrue the most points during three rounds, which you do by spending your points to bid on sets of cards."
584,"Each turn the current player turns up one to three cards for all the players to bid on, with the highest bid taking all cards."
584,The cards denote a commodity type and quantity/value.
584,"The round ends when each player's ships are full, or the commodity card deck is exhausted."
584,"After each round, points are awarded to each player having the most of a given commodity, and to the one with the most valuable total ""cargo load""."
584,Part of the Knizia auction trilogy.
584,One of the Knizia Florentine auction games.
584,"Related Games: 

 Medici vs Strozzi (two-player version)
 Strozzi
 Mercator, included in Neue Spiele im alten Rom (ancestor to Medici)."
585,"Game play in Coloretto is simple: Either draw a card to play to a row, or take a row of cards to add them to your collection."
585,"A row can have at most three cards, so at some point everyone is forced to take a row."
585,"Once all the rows have been claimed, players start a new round, drawing or taking once again."
585,What are you trying to do with these cards?
585,Collect huge sets - but only in three colors as every color beyond the third will cost you points.
585,"Jokers are highly-prized as they always match what you want, and +2 cards provide sure points, giving you a back-up plan if everything goes south in terms of the colors you're collecting."
585,"Once only a few cards remain in the deck, the round ends and everyone tallies their score, choosing three colors of cards to score positively while any other colors count against you."
585,"Each color is scored using a triangular number system: the first card in a color is ±1 point, the second card is ±2 points, and so on."
585,The player with the high score wins!
585,"A two-player variant is included with some versions of Coloretto, with the only change being that rows can have only 1-3 cards placed in them, depending on the icons on the row cards."
585,"Nordic version include extensions: 'Coloretto: The Extra Cards', 'Coloretto: The Limit Cards' and 'Coloretto for two players'."
586,"


GAME SYSTEM



 This entry is to allow for discussion/rating of the game system as a whole."
586,It is not for a specific product or release.
586,Versions will appear on the individual item pages.
586,"Summoner Wars is a fast-playing, action-packed 2-4 player card game."
586,Players take on the role of Summoners: powerful beings who harness the power of mysterious Summoning Stones to lead their race to conquest on the war-torn planet of Itharia.
586,"These Summoners wield terrible magic on the battlefield, freezing their foes in place, draining their enemies of power, and even bringing rains of fire down from the heavens."
586,"But most notoriously, they summon their great race’s hordes of warriors to the battlefield, to clash in the never-ending struggle for supremacy."
586,"A Summoner is both mage and general, and must combine their wizardly might with clever tactics to defeat the enemy Summoner on the opposite side of the battle."
586,"Each Starter Set of Summoner Wars contains 2 complete, battle-ready Factions, ready to jump you and an opponent into the thick of the War for Itharia."
586,"Each Faction is a unique race or civilization with its own secret goals, be it wild-eyed Elves bent on revenge, or blood-crazed Goblins who merely want to set the world ablaze."
586,"Starter Sets also include everything you will need to play, including a Battle Mat, Wound counters, dice, and a rulebook."
586,But the war doesn’t end there!
586,"Summoner Wars is fully expandable with entirely new faction decks such as the hideous Undead of the Fallen Kingdom, or the righteous and knightly Human Vanguards."
586,"In addition, each Faction will have its own expansions, adding new warriors, summoners, and abilities to allow for a never-ending mix of combat options and surprises."
586,Expansions will also include Mercenary units - warriors who care nothing for politics and will fight for any side that can afford them!
586,"Summoner Wars uses a simple but deep rules set to capture both the strategy of deck construction and card playing, with the tactics of miniature war games."
586,"By purchasing expansions or multiple Starter Sets, players can customize their Faction Decks to suit any style of play and to keep their opponents guessing."
586,"During the game, players summon and move their various warriors about the battlefield using their unique powers and abilities to wreak havoc on the enemy lines."
586,In the course of a game each side will inflict terrible casualties upon the other in their brutal quest for victory.
587,"In December 1956, paroled rebel Fidel Castro returned to Cuba to launch his revolution with virtually no political base and—after a disastrous initial encounter with government forces—a total of just 12 men."
587,"Two years later, through masterful propaganda and factional maneuver, Castro, his brother Raúl, and iconic revolutionary Che Guevara had united disparate guerrillas and exploited Cubans’ deep opposition to their dictator Fulgencio Batista y Zaldívar."
587,Castro’s takeover of the country became a model for Leftist insurgency.
587,"Castro’s Insurgency
Following up on GMT Games’ Andean Abyss about insurgency in modern Colombia, the next volume in the COIN Series, Cuba Libre, takes 1 to 4 players into the Cuban Revolution."
587,Castro’s “26 July Movement” must expand from its bases in the Sierra Maestra mountains to fight its way to Havana.
587,"Meanwhile, anti-communist student groups, urban guerrillas, and expatriates try to de-stabilize the Batista regime from inside and out, while trying not to pave the way for a new dictatorship under Castro."
587,"Batista’s Government must maintain steam to counter the twin insurgency, while managing two benefactors:  its fragile US Alliance and its corrupting Syndicate skim."
587,"And in the midst of the turmoil, Meyer Lansky and his Syndicate bosses will jockey to keep their Cuban gangster paradise alive."
587,"COIN Series, Volume II
Cuba Libre will be easy to learn for Andean Abyss players—both volumes share the same innovative Series: COIN (GMT) system."
587,"Like Volume I, Cuba Libre is equally playable solitaire or by multiple players up to 4—and with a shorter time to completion than Andean Abyss."
587,But Cuba Libre’s situation and strategic challenges will be new.
587,"A deck of 48 fresh events brings 1950s Cuba to life and includes …
• The Twelve:  The first wave’s escape to the Sierra Maestra—inspirational legend or harbinger of defeat?"
587,"• El Che and Raúl:  Brilliant in the field, or bungling hostage-takers?"
587,• Operation Fisherman:  Can the rebels pull off a second invasion?
587,• General Strike:  Urban disruption or rebel embarrassment?
587,"• Radio Rebelde:  Are the masses tuning in, or just the Army direction finders?"
587,• Pact of Caracas:  Can the rebels unite?
587,"• Armored Cars:  Mobile striking power, but in whose hands?"
587,• Rolando Masferrer:  Brutal pro-government tactics—will they help or hurt?
587,• Fat Butcher:  Can the Mob’s enforcer protect its casinos?
587,"• Sinatra:  Frankie’s Havana show a boom or bust, and who collects?"
587,… and much more.
587,"New twists match the COIN Series system to the situation in 1950s Cuba:
• It’s the insurgents who build lasting capabilities, while the Government is limited to fleeting bursts of momentum."
587,"• The Syndicate’s bases are Casinos—expensive to build, but so important to Cuba no army will destroy them."
587,• Syndicate special activities include calling in the “muscle” of Government troops and police to protect mob assets.
587,• Stacks of Syndicate cash awaiting launder can fall in anyone’s hands—even the corrupt Government’s.
587,• The Government has its own terror tactic—reprisals—and can skim a portion of Syndicate profits.
587,"• The eroding US Alliance with Batista overshadows all Government actions, not just through aid levels but also through the day-to-day ability of troops and police to operate."
587,"• Even if Batista flees, the struggle may not end—the counterrevolutionary government may even become stronger!"
587,"Multiplayer, 2-Player, Solitaire
Cuba Libre provides up to 4 players with contrasting roles and overlapping victory conditions for rich diplomatic interaction."
587,"For 2- or 3-player games, players can represent alliances of factions, or the game system can control non-player factions ."
587,Or a single player as the Cuban Revolutionaries can attempt to topple Batista and seize power for themselves.
587,"The non-player sides will fight one another as well as the players, but too much power in the hands of any one of them will mean player defeat."
587,"More COIN Series Volumes to Come
Andean Abyss and now Cuba Libre present a game system on modern insurgency readily adaptable to other conflicts, particularly those featuring the interaction of many sides (thus the name COunterINsurgency Series)."
587,"A rich and under-represented history of guerrilla warfare beckons, as modern insurgency offers virtually unlimited, under-gamed topics for the COIN Series."
587,Volume III is A Distant Plain—Insurgency in Afghanistan.
587,Volume IV is Fire in the Lake—Insurgency in Vietnam.
588,The theaters of London are abuzz.
588,"In one week, her majesty the Queen will attend their new shows and will grant her support to one of the troupes."
588,It's the chance of a lifetime for the young authors who are inflaming the populace with ever more audacious and motley plays.
588,But how do you create a masterpiece in such a short time?
588,Whoever has the answer to this thorny question will probably enter the rolls of history!
588,"In Shakespeare, players are theater managers who must recruit actors, craftsmen, jewelers and others in order to assemble everything needed for the play's performance at week's end."
588,"In more detail, the game lasts six days and on each day players recruit one new character — starting with five at the beginning of the game: four identical ones on their individual player board and one that they've drafted — and take 1-5 actions with the characters they have."
588,"Characters and their actions are:

Actors: Rehearse one or more acts in the three-act play; the more you rehearse, the more benefits you receive during the dress rehearsals on days four and six."
588,"Costume mistress: Take costume elements to enhance your actors; if they lack a complete costume, they can't participate in the dress rehearsals."
588,Set dresser: Build the set.
588,"The more elaborate the set you build, the more rewards you receive — but the set must be symmetrical!"
588,Handyman: Set them to work on whatever you need.
588,"These joes can assemble both costumes and sets, but they're not very good at it."
588,"Assistant: Increase the power of your craftsmen, i.e., the three roles described above."
588,Jeweler: Take a gold costume element or set piece to dazzle the crowd.
588,"Queen: Earn money by giving her an early peek, or gain an objective to win her favor on the final day."
588,"After players take actions, they check the individual ambience level in their theater, gaining or losing points or rehearsal time depending on the atmosphere."
588,"Dress rehearsal on the fourth and sixth days provide another chance for fully-dressed actors to perform, and those who are well-rehearsed earn points or money."
588,"On all but the final days, players must allow characters who performed to rest, with only one of those characters being able to work the next day."
588,"Thus, the more you put them to work today, the less you'll be able to do tomorrow — but those who don't plan to do as much act before other players, so that might be a good thing."
588,"In the end, players must pay their actors, with each unpaid actor blemishing your reputation and costing you points."
588,Whoever finishes with the most prestige points wins.
589,"Aquatica  is a deep, but easy to learn family engine builder about underwater kingdoms."
589,"In the game you will become one of the mighty ocean kings, struggling to bring glory to his realm."
589,"To win the game, you need to capture and buy locations, recruit new characters, and complete goals; each of these actions gives you victory points at the end of the game."
589,"To do so, you need to play cards from your hand (each with a unique set of actions) and combine them."
589,Don't think it's simple!
589,"With a good strategy during your turn, you can take up to ten actions in a row."
589,You will encounter plenty of mysterious ocean creatures and take them to your hand.
589,With their help you will explore the unknown locations and raise found resources from the ocean depths to your kingdom.
589,Mechanically this is represented with the help of three-layered player board and the unique mechanism of card-rising.
589,—description from the publisher
590,"In Mr. Jack, one of the two players represents Jack the Ripper, who will be one of the eight characters on the board."
590,"This player knows which character is Mr. Jack, and his goal is to flee from the district as soon as possible (or avoid being accused for eight turns)."
590,The other player represents an independent investigator (not represented on the board) who tries to guess the identity of Jack — but he can make only one accusation during the game!
590,"During each turn, the players move the characters, using their special powers and placing them either in shadow or light."
590,"At the end of each turn, the witnesses declare whether Jack is visible — that is, in light or adjacent to another character — or not (alone in the shadows)."
590,This allows the investigator to know which characters are innocent.
590,"As the turns progress, the investigator tries to eliminate suspects while Jack tries to escape."
590,"Intuition, logic, and cold blood will be necessary for each of the two participants."
591,Unlock!
591,"Heroic Adventures features three ""escape room"" scenarios that you can play on your tabletop."
591,Unlock!
591,"is a cooperative card game inspired by escape rooms that uses a simple system which allows you to search scenes, combine objects, and solve riddles."
591,Play Unlock!
591,"to embark on great adventures, while seated at a table using only cards and a companion app that can provide clues, check codes, monitor time remaining, etc."
591,"The three scenarios are...

""Sherlock Holmes"" — The master detective faces a most bizarre affair and could use your assistance as he pursues his investigation."
591,"""In Pursuit of the White Rabbit"" — Discover Wonderland and its strange characters, helping Alice to escape in time."
591,"""Insert Coin"" — Complete the levels of a virtual adventure, and avoid ""Game Over"" to escape!"
591,Note: All three of these have been released separately in the German market in addition to the box set.
591,"Sherlock Holmes: Der scharlachrote Faden, Hinunter in den Kaninchenbau and Insert Coin"
592,The year is AD 79.
592,"Pompeii, sitting at the foot of Vesuvius, is at the high point in its development."
592,People come to the city from far and wide to try to make their luck in the city.
592,So far nobody has dreamed of the danger that will bury all of their dreams under mountains of ash just ten years later.
592,Who will survive the eruption of Vesuvius unscathed?
592,"The simple rules make it easy to get started with The Downfall of Pompeii, a game in which a lot of tactical know-how is required – along with a little luck – in order to bring your pieces out of the city at the right time."
592,The game falls into two halves: before and after the eruption of Vesuvius.
592,"Before the eruption, players play cards to place their pieces in buildings."
592,"After the first eruption, they can also place as many relatives as the number of pieces already in the building they placed their piece in."
592,"When Omen cards are drawn, the player can take any opponent's piece and throw it into the erupting volcano."
592,"In this manner, players try to get as many pieces onto the board as close to the exits from the city as possible."
592,"After the second eruption, the game changes."
592,"Now each player places a lava tile, which kills any pieces on that square and may block exits from the city."
592,"Then they move two pieces toward the exits, moving them a number of squares equal to the pieces on the square from which they started."
592,The player who gets the most pieces out of the city wins.
592,"•••
The 2013 second edition of The Downfall of Pompeii includes three dual vent tiles and a new ""Dual Vent"" variant."
593,"In 1697 the Sun King, Louis XIV, emerged from a decade of war with his Continental ambitions still unsatisfied."
593,"Meanwhile, King William III of England sat easier on his new throne than he ever had before."
593,"With the Spanish succession crisis unresolved and looming, there were no illusions that the new century would be a quiet one."
593,"But neither France nor England could have anticipated the tumult of the years to come: a Second Hundred Years' War, during which these two tenacious adversaries would compete fiercely and proudly along every axis of human achievement."
593,On battlefields from India to Canada to the Caribbean Sea their armies and fleets would clash; in the salons of Paris and the coffee-houses of London the modern world’s politics and economics would be born; and finally a revolution would rock the foundations of society – a revolution that could have ended not in blood and terror but in a triumph of democracy and liberty that might have transformed the world beyond imagining.
593,Imperial Struggle is a two-player game depicting the 18th-century rivalry between France and Britain.
593,"It begins in 1697, as the two realms wait warily for the King of Spain to name an heir, and ends in 1789, when a new order brought down the Bastille."
593,"The game is not merely about war: both France and Britain must build the foundations of colonial wealth, deal with the other nations of Europe, and compete for glory across the span of human endeavor."
593,Imperial Struggle covers almost 100 years of history and four major wars.
593,"Yet it remains a low-complexity game, playable in a short evening."
593,"It aims to honor its spiritual ancestor, Twilight Struggle, by pushing further in the direction of simple rules and playable systems, while maintaining global scope and historical sweep in the scope of a single evening."
593,"In peace turns, players build their economic interests and alliances, and take advantage of historical events represented by Event cards."
593,"They must choose their investments wisely, but also with an eye to denying these opportunities to their opponent."
593,"In war turns, each theater can bring great rewards of conquest and prestige, but territorial gains can disappear at the treaty table."
593,"At the end of the century, will the British rule an empire on which the sun never sets?"
593,"Or will France light the way for the world, as the superpower of the Sun King's dreams or the republic of Lafayette's?"
593,—description from the publisher
594,Welcome to the Tasty Minstrel universe!
594,"Put your Elves, Dwarves and Gnomes to work in the Village and Guilds of Belfort to collect resources and build up the city!"
594,Elves collect wood from the forest while Dwarves collect stone from the quarry.
594,"An Elf and a Dwarf together can collect Metal from the mines, and either one can collect Gold."
594,Build buildings in the five districts of the pentagonal city and hire Gnomes to run them to gain their special abilities.
594,Belfort is a worker placement game with area majority scoring in each district as well as for each type of worker.
594,"Buildings give you influence in the districts as well as income, but taxes increase based on your score so the winning players will have to pay more than those behind!"
594,"Manage your resources and gold well, choose your buildings wisely, and help build the city of Belfort!"
595,An asymmetrical Stratego-like game themed around The Lord of the Rings.
595,Each player controls a force of 9 unique characters (light vs. dark) whose identities are hidden from their opponent at the beginning of the game.
595,"Each player also starts with a hand of 9 unique cards, which are used in resolving combats as the characters move out across the board."
595,"The victory conditions of the players are also asymmetrical: the Fellowship player wins by moving Frodo into Mordor (thus destroying the One Ring), while the Evil player wins either by killing Frodo or by moving 3 Evil characters into the Shire."
595,Lord of the Rings: The Confrontation has also been the object of an extended edition (see Lord of the Rings: The Confrontation) comprising the original characters and a full set of new characters.
596,"Black Rose Wars is a competitive fantasy game of deck-building, strategy, and combat set in the hectic universe of Nova Aetas in Italy."
596,Each player is one of powerful mages of the Black Rose Order who aspires to become the new Supreme Magister in order to acquire the mighty power of the Black Rose Artifact and the Forgotten Magic.
596,"Mages must fight, fulfill Black Rose desires, and gain strength with their spells until their power reaches the containment threshold of the prison where they are exiled, finally freeing themselves."
596,"Each mage has at their disposal six schools of magic, each one with its own strategy to annihilate their opponents and increase their power."
596,"At the start of the battle, mages start with a grimoire of six cards; as mages study more spells during play, their grimoire will increase."
596,"Every spell in Black Rose Wars has two different effects, increasing a player's adaptability during a fight."
596,"Mages fight each other in a modular arena of hexagons called ""rooms""."
596,"They summon powerful creatures, cast destructive spells, or devise dark deceptions with their enchantments."
596,The game system is divided into different phases.
596,"Each turn, after choosing new spells from the six schools of magic, players plan their strategy in advance, placing cards face down."
596,"Later, they reveal the played cards to kill each other, solve missions, summon creatures, or destroy the prison rooms, one against each other and against the Black Rose (the playing system)."
596,"After being killed, mages are reborn immediately, allowing them to re-enter the fight without delay — although their death still fed energy to those mages who caused it."
596,The mage with the most power at the end of the battle will be crowned Supreme Magister of the Order by the Black Rose itself.
597,"Dixit: Journey features the same basic game play as Dixit: Each round one player takes on the role of Storyteller, choosing one card from their hand, then telling a story, singing a ditty or otherwise doing something that in their opinion is associated with the played card."
597,Each other player then chooses one card in their own hand and gives it to the Storyteller in secret.
597,"These cards are shuffled and revealed, then players vote on which card was played by the Storyteller."
597,"If no one or everyone votes for the Storyteller, then they receive no points; if they received some votes but not all the votes, they score based on the number of votes received."
597,Each player who submitted a correct vote or who received a vote on their card submission also scores.
597,"After a certain number of rounds, the player with the most points wins."
597,"Dixit: Journey differs from Dixit in a number of ways, starting with a simplified scoring board that doesn't have players moving around a track in the bottom of the game box."
597,"Instead the scoring track is on its own board, and this game board includes a summary of the rules as well as numbered places to put the cards each round to facilitate voting."
597,"The game rules  have been revised to make the game easier to learn, while keeping game play the same."
597,"Similar to:

Dixit 3: Journey – In Europe, the cards from Dixit: Journey will be packaged as an expansion and not sold as a complete game."
598,"Shadows of Brimstone: Swamps of Death is a fast-paced, fully cooperative, dungeon-crawl board game set in the Old West, with a heavy dose of unspeakable horror!"
598,"Players create characters, taking on the role of a classic Western Hero Archetype, such as the Law Man, Gunslinger, or Saloon Girl."
598,"Forming an adventuring posse, the Heroes venture down into the dark mines, overrun with all manner of ancient demons and foul creatures from another world."
598,"With tactical gameplay, lots of dice, and a robust card-driven exploration system, no two games are ever the same as the heroes explore the mines finding new enemies to fight, new loot to collect, and new dangers to overcome."
598,"Players can even find portals to other worlds, stepping through to continue their adventures on the other side!"
598,"An exciting campaign system allows the players to visit local frontier towns between adventures, spending their hard-earned loot and building their characters from game to game!"
598,"As players find fantastic gear and artifacts to equip their heroes, they also gain experience from their adventures."
598,"This experience is used to level up, guiding the hero's path through an expansive, class-specific upgrade tree of new skills and abilities, allowing each player to develop their hero to fit their own play style."
598,"In Swamps of Death, players will encounter portals to the otherworld Jargono, a humid swampland inhabited by sentient reptiles, vicious dinosaurs and a tribe of humanoids, cut off from return to their homeworld untold years after their own portal closed."
598,"So load up yer' six shooter, throw on yer' hat and poncho, and gather the posse as the darkness is coming, and all hell's about to break loose...in the Shadows of Brimstone!"
598,Can be used together with Shadows of Brimstone: City of the Ancients to raise the maximum players to 6.
599,"In Kingdom Builder, the players create their own kingdoms by skillfully building their settlements, aiming to earn the most gold at the end of the game."
599,"Nine different kinds of terrain are on the variable game board, including locations and castles."
599,"During his turn, a player plays his terrain card and builds three settlements on three hexes of this kind."
599,"If possible, a new settlement must be built next to one of that player’s existing settlements."
599,"When building next to a location, the player may seize an extra action tile that he may use from his next turn on."
599,These extra actions allow extraordinary actions such as moving your settlements.
599,"By building next to a castle, the player will earn gold at the end of the game, but the most gold will be earned by meeting the conditions of the three Kingdom Builder cards; these three cards (from a total of ten in the game) specify the conditions that must be met in order to earn the much-desired gold, such as earning gold for your settlements built next to water hexes or having the majority of settlements in a sector of the board."
599,"Each game, players will use a random set of Kingdom Builder cards (3 of 10), special actions (4 of 8), and terrain sectors to build the map (4 of 8), ensuring you won't play the same game twice!"
599,Kingdom Builder FAQ - please read before posting questions in the forum.
600,Fort is a 2-4 player card game about building forts and following friends.
600,"In Fort, you're a kid!"
600,"And like many kids, you want to grow your circle of friends, collect pizza and toys, and build the coolest fort."
600,"By doing this cool stuff, you'll score victory points, and at the end of the game, the player with the most victory points wins!"
600,"Your cards not only let you take actions on your own turn, but also let you follow the other players' actions on their turns."
600,"Will you devote yourself to your own posse, or copy what the other kids are doing?"
600,But be careful as your carefully constructed deck might start losing cards if you don't actually use them.
600,"After all, if you don't play with your friends, why should they hang out with you anymore?"
600,—description from the publisher
601,HeroQuest is Milton Bradley's approach to a Dungeons & Dragons-style adventure game.
601,"One player acts as game master, revealing the maze-like dungeon piecemeal as the players wander."
601,"Up to four other players take on a character (wizard, elf, dwarf, or barbarian) and venture forth into dungeons on fantasy quests."
601,Plastic miniatures and 3-D furniture make this game very approachable.
601,Expansions were also released for this system.
601,The HeroQuest series consists of the main game and a number of expansions.
601,This game was made in cooperation with Games Workshop who designed the miniatures and helped in many of the production details including background world and art in the rule book and scenario book.
601,Additional material which is generally missed since it is not technically an expansion was published in the HeroQuest: Adventure Design Kit which did feature one more Heroquest adventure: A Plague of Zombies.
601,Other sources of HeroQuest supplements which are available (in some cases online.)
601,"Adventures Unlimited # 05 ""The Inn of Chaos""
 Vindicator Vol 1,    # 02 ""Review: Quest Pack for the Elf"" ""HeroQuest Hall of Foes I""
 Vindicator Vol 1,    # 03 ""Review: Barbarian Quest Pack"" ""HeroQuest Hall of Foes II""
 Vindicator Vol 1,    # 04 ""HeroQuest Variants""
 Vindicator Vol 1,    # 5a ""The Rogue""
 Vindicator Vol 2,    # 03 ""HeroQuest Treasure Cards""
 Fractal Spectrum     # 13 ""HeroQuest: A Notch Above""
 Fractal Spectrum     # 17 ""HeroQuest Hall of Foes III""
 White Dwarf          #115 ""The Eyes of Chaos part 1""
 White Dwarf          #134 ""The Halls of Durrag-Dol""
 White Dwarf          #145 ""The Eyes of Chaos part 2""
 Marvel Comic         Marvel Winter Special ""Revenge of the Weatherman""
 The Screaming Spectre by Dave Morris: ""HeroQuest: Running the Gauntlet""
 The Tyrant's Tomb by Dave Morris: ""Heroquest: A Growl of Thunder""
 The Fellowship of Four by Dave Morris:
 Dragão Brasil #3 : Contains an article/preview of the board game by Roberto De Moraes."
601,"Dragão Brasil #4 : Contains the 5-quest pack ""A CIDADE ESCRAVA"" (The Slave City) by Roberto De Moraes."
601,"Dragão Brasil #6 : Contains the 3-quest pack ""O RESGATE"" (The Rescue) by Roberto De Moraes (signing as ""Di'Follkyer"")."
601,"Dragão Brasil #8 : Contains the 3-quest pack ""ATAQUE AO MAGO DORMINHOCO"" (Attack on the Sleeping Mage) by Roberto De Moraes."
601,"Dragão Brasil #12 : Contains information about four new HeroQuest heroes; Minotaur, Fairy, Amazon, Centaur."
601,"Dragão Dourado #5 : Contains the quest ""O RESGATE DA PRINCESA"" (The Rescure of the Princess) by Unknown."
601,"Só Aventuras #1 : Contains the 3-quest pack ""CACADA A CRIATURA"" (Creature Hunt) by Roberto De Moraes."
601,The Universe of RPG #1 : Contains a presentation of the board game by Marcos Mulatinho.
601,G.M The Independent Fantasy Roleplaying Magazine Vol.
601,"2, Issue 3: Contains HeroQuest contest."
601,"Gamesman #1: 

---
 

HeroQuest Inventory


 Item name 
 In US Version 
 In Uk Version



 Game board 
 1 
 1 



 Instruction Booklet 
 1 
 1 



 Quest Book with 14 Quests 
 1 
 1 



 Evil sorcerer screen 
 1 
 1 



 Information Table 
 1 
 -



 Pad of Characters Sheets 
 1 
 1 



 White Combat Dice 
 6 
 4 



 Red Six Sided Dice 
 2 
 2 



 Minis:



 Orcs (2 mace, 2 hatchet, 4 sword) 
 8 
 8



 Goblins (2 hatchet, 2 sword, 2 dagger) 
 6 
 6



 Fimir 
 3 
 3



 Chaos Warriors 
 4 
 4



 Chaos Warlock 
 1 
 1



 Gargoyle 
 1 
 1



 Skeletons 
 4 
 4



 Zombies 
 2 
 2



 Mummies 
 2 
 2



 Barbarian 
 1 
 1



 Dwarf 
 1 
 1



 Elf 
 1 
 1



 Wizard 
 1 
 1



 Hero Character Cards 
 4 
 4



 Closed Doors with bases 
 5 
 5



 Open Doors with bases 
 16 
 16



 Furniture:



 Tables 
 2 
 2



 Throne 
 1 
 1



 Alchemist's bench 
 1 
 1



 Treasure chests 
 3 
 3



 Tomb 
 1 
 1



 Sorcerer's table 
 1 
 1



 Bookcases 
 2 
 2



 Torture Rack 
 1 
 1



 Fireplace 
 1 
 1



 Weapons rack 
 1 
 1



 Cupboard 
 1 
 1



 Treasure:



 Empty card 
 - 
 1



 Gem cards=50 Gold 
 2  
 2



 Gold=10 card 
 - 
 1



 Gold=15 card 
 2 
 -



 Gold=20 card 
 - 
 2 



 Gold=25 card 
 2 
 2



 Gold=1D6*10 card 
 - 
 1 



 Gold=100 card 
 - 
 1 



 Hazard arrow cards 
 2 
 2



 Hazard fall cards 
 2 
 1



 Heroic Brew card 
 1 
 1



 Holy water card 
 - 
 1



 Jewel cards 
 - 
 2



 Potion of defense card 
 1 
 1



 Potion of healing cards 
 3 
 2



 Potion of speed 
 - 
 1



 Potion of strength card 
 1 
 1



 Wandering monster cards 
 6 
 5



 Borin’s armor card 
 1 
 1



 Elixir of life card 
 1 
 -



 Orc’s Bane card 
 1 
 1



 Ring of return card 
 1 
 -



 Spell ring card 
 1 
 -



 Spirit blade card 
 1 
 1



 Talisman of lore card 
 1 
 1



 Wand of magic card 
 1 
 1



 Wizard’s cloak card 
 1 
 -



 Wizard’s staff card 
 1 
 -



 Chaos warrior card 
 1 
 1



 Fimir card 
 1 
 1



 Gargoyle card 
 1 
 1



 Orc card 
 1 
 1



 Goblin card 
 1 
 1



 Mummy card 
 1 
 1



 Skeleton card 
 1 
 1



 Zombie card 
 1 
 1



 Air Spells Cards 
 3 
 3



 Fire Spells Cards 
 3 
 3



 Earth Spells Cards 
 3 
 3



 Water Spells Cards 
 3 
 3



 12 Chaos Spell Cards



 - Ball of Flame 
 1 
 -



 - Cloud of Chaos 
 1 
 -



 - Command 
 1 
 -



 - Escape 
 1 
 -



 - Fear 
 1 
 -



 - Firestorm 
 1 
 -



 - Lightning Bolt 
 1 
 -



 - Rust 
 1 
 -



 - Sleep 
 1 
 -



 - Summon Orcs 
 1 
 -



 - Summon Undead 
 1 
 -



 - Tempest 
 1 
 -



 Battle Axe Card 
 - 
 1



 Chainmail Card 
 - 
 1



 Crossbow Card 
 - 
 1



 Double Edge Sword Card (=Broadsword) 
 - 
 1



 Hand Axe Card 
 - 
 1



 Helmet Cards 
 - 
 2



 Plate Mail Card 
 - 
 1



 Shield Card 
 - 
 2



 Short Sword Card 
 - 
 1



 Spear Card 
 - 
 1



 Staff Card 
 - 
 1



 Tools Card 
 - 
 1



 Stairs tile 
 1 
 1



 Double blocked squares tiles 
 2 
 2



 Skulls/Blocked squares tiles 
 12 
 -



 Falling Rock Trap/Blocked Squares tiles 
 8 
 8



 Pit Trap/Blocked squares tiles 
 3 
 6



 Pit Trap/Secret doors tiles 
 3 
 -



 Falling Block Trap/Secret doors tiles 
 4 
 4



 Candlesticks 
 2 
 2



 Set of bottles 
 1 
 1



 Set of scales 
 1 
 1



 Skulls  
 4
 10



 Rats 
 4 
 4"
602,"In 6 nimmt!, a.k.a."
602,"Category 5 and many other names, you want to score as few points as possible."
602,"To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player."
602,"Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number."
602,"When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in a new row."
602,"In addition to a number from 1 to 104, each card has a point value."
602,"After finishing ten rounds, players tally their score and see whether the game ends."
602,"(Category 5 ends when a player has a score greater than 74, for example, while 6 nimmt!"
602,ends when someone tops 66.)
602,"When this happens, the player with the fewest points wins!"
602,6 nimmt!
602,"works with 2-10 players, and the dynamics of gameplay change the more players that you have."
602,"One variant for the game has you use 34 cards, 44 cards, 54 cards, etc."
602,"(instead of all 104 cards) when you have three, four, five, etc."
602,number of players.
602,"This change allows you to know which cards are in play, thereby allowing you to track which cards have been played and (theoretically) make better choices as to which card to play when."
603,"Game description from the publisher:
Cuba prior to the revolution: Under turbulent circumstances, the villages of the island strive for independent wealth and influence."
603,Who can buy and sell his products and goods on the domestic market profitably or take in the most on the trading ships?
603,"Who can send the right delegate to parliament in order to influence the government legislative process, or erect distilleries, hotels and banks at the right moment to the benefit of his village?"
